question,dataset_id,columns,query
What are the top 5 most popular scores?,045_Predict,"id; uint16, name; category, popularity; uint8, duration_ms; float64, artists; object, id_artists; object, danceability; float64, energy; float64, key; uint8, loudness; float64, speechiness; float64, acousticness; float64, instrumentalness; float64, liveness; float64, valence; float64, tempo; float64, release_year; uint16, release_month; float64, release_day; float64",df['popularity'].value_counts().nlargest(5).index.tolist()
Is it true that the athlete with the lowest ID is older than 30 years?,046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category",ALSE
Did any athlete from the team with the most participants win two gold medals?,046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category",ALSE
Does the athlete with the highest height also have a medal?,046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category",Error: name 'np' is not defined
How many unique teams are there in the dataset?,046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category",ALSE
How many athletes participated in the year with the most participants?,046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category",ALSE
Who is the athlete with the highest weight?,046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category",ALSE
In which city did the athlete with the highest height participate?,046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category",ALSE
What are the top 5 most common team names in the dataset?,046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category",df['Team'].value_counts().head(5).index.tolist()
What are the names of the top 3 athletes with the highest weights?,046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category",ALSE
What are the 4 most common cities of participation?,046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category",df['City'].value_counts().head(4).index.tolist()
What are the names of the top 2 athletes who participated in the most number of games?,046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category",df['Name'].value_counts().head(2).index.tolist()
What are the three highest weights of athletes?,046_120,"ID; uint32, Name; category, Sex; category, Age; float64, Height; float64, Weight; float64, Team; category, NOC; category, Games; category, Year; uint16, Season; category, City; category, Sport; category, Event; category, Medal; category",ALSE
What are the five customer IDs with the highest credit limit?,047_Bank,"id; uint16, attrition_flag; uint8, customer_age; uint8, gender; category, education_level; category, income_category; category, total_relationship_count; uint8, months_inactive_12_mon; uint8, credit_limit; float64, total_revolving_bal; uint16, total_amt_chng_q4_q1; float64, total_trans_amt; uint16, total_trans_ct; uint8, total_ct_chng_q4_q1; float64, avg_utilization_ratio; float64","df.nlargest(5, 'credit_limit')['credit_limit'].tolist()"
Who are the 6 customers with the highest total transaction amount?,047_Bank,"id; uint16, attrition_flag; uint8, customer_age; uint8, gender; category, education_level; category, income_category; category, total_relationship_count; uint8, months_inactive_12_mon; uint8, credit_limit; float64, total_revolving_bal; uint16, total_amt_chng_q4_q1; float64, total_trans_amt; uint16, total_trans_ct; uint8, total_ct_chng_q4_q1; float64, avg_utilization_ratio; float64","df.nlargest(6, 'total_trans_amt')['total_trans_amt'].tolist()"
